# t qw qx qy qz x y z vx vy vz p q r ax ay az
1.061 0.971412 -0.0242245 0.112109 0.207857 -1.10732 -0.909399 0.912948 -0.0938172 -2.71942 0.0281192 -0.127264 -0.0959016 0.669284 -1.11777 -0.466675 -0.497091 
1.062 0.971346 -0.0242387 0.112056 0.20819 -1.10741 -0.912119 0.912976 -0.0947226 -2.72032 0.0278876 -0.127063 -0.0990865 0.667936 -1.10333 -0.434377 -0.498809 
1.063 0.97128 -0.0242525 0.112002 0.208522 -1.10751 -0.91484 0.913004 -0.0956282 -2.72119 0.0276508 -0.126874 -0.102238 0.666642 -1.0888 -0.402117 -0.500456 
1.064 0.971215 -0.0242659 0.111947 0.208854 -1.1076 -0.917561 0.913032 -0.0965337 -2.72202 0.0274091 -0.126697 -0.105357 0.6654 -1.07416 -0.369897 -0.502029 
1.065 0.97115 -0.0242791 0.11189 0.209185 -1.1077 -0.920284 0.913059 -0.0974392 -2.72281 0.0271624 -0.126532 -0.108443 0.664212 -1.05941 -0.33772 -0.503526 
1.066 0.971085 -0.0242918 0.111831 0.209516 -1.1078 -0.923007 0.913086 -0.0983445 -2.72358 0.0269107 -0.126379 -0.111495 0.663078 -1.04456 -0.305588 -0.504945 
1.067 0.971021 -0.0243043 0.111771 0.209846 -1.1079 -0.925731 0.913113 -0.0992497 -2.72431 0.0266541 -0.126238 -0.114514 0.661997 -1.02959 -0.273505 -0.506284 
1.068 0.970956 -0.0243164 0.11171 0.210176 -1.108 -0.928455 0.913139 -0.100154 -2.725 0.0263928 -0.126109 -0.1175 0.660968 -1.01452 -0.241472 -0.507541 
1.069 0.970892 -0.0243282 0.111647 0.210505 -1.1081 -0.931181 0.913166 -0.101059 -2.72566 0.0261266 -0.125992 -0.120454 0.659994 -0.999319 -0.209493 -0.508714 
1.07 0.970828 -0.0243397 0.111582 0.210833 -1.1082 -0.933907 0.913192 -0.101963 -2.72628 0.0258558 -0.125888 -0.123373 0.659072 -0.984001 -0.177569 -0.5098 
1.071 0.970764 -0.0243508 0.111516 0.211162 -1.1083 -0.936633 0.913217 -0.102866 -2.72687 0.0255803 -0.125795 -0.12626 0.658204 -0.968558 -0.145704 -0.510799 
1.072 0.9707 -0.0243617 0.111449 0.211489 -1.1084 -0.93936 0.913243 -0.103768 -2.72743 0.0253002 -0.125714 -0.129114 0.657389 -0.952988 -0.1139 -0.511707 
1.073 0.970636 -0.0243723 0.11138 0.211817 -1.10851 -0.942088 0.913268 -0.10467 -2.72795 0.0250156 -0.125645 -0.131935 0.656627 -0.937286 -0.0821589 -0.512524 
1.074 0.970572 -0.0243826 0.11131 0.212144 -1.10861 -0.944816 0.913293 -0.105571 -2.72843 0.0247265 -0.125588 -0.134722 0.655919 -0.92145 -0.050484 -0.513246 
1.075 0.970509 -0.0243926 0.111239 0.212471 -1.10872 -0.947545 0.913317 -0.106471 -2.72889 0.0244331 -0.125544 -0.137476 0.655264 -0.905477 -0.0188776 -0.513873 
1.076 0.970445 -0.0244023 0.111166 0.212797 -1.10883 -0.950274 0.913342 -0.107369 -2.7293 0.0241353 -0.125511 -0.140198 0.654662 -0.889363 0.0126577 -0.514402 
1.077 0.970382 -0.0244118 0.111092 0.213124 -1.10893 -0.953004 0.913366 -0.108266 -2.72969 0.0238332 -0.12549 -0.142886 0.654114 -0.873105 0.0441193 -0.514831 
1.078 0.970319 -0.024421 0.111017 0.21345 -1.10904 -0.955733 0.913389 -0.109162 -2.73003 0.0235269 -0.125481 -0.145541 0.653619 -0.856699 0.0755047 -0.515158 
1.079 0.970255 -0.0244299 0.11094 0.213775 -1.10915 -0.958464 0.913413 -0.110056 -2.73035 0.0232165 -0.125484 -0.148162 0.653177 -0.840143 0.106811 -0.515382 
1.08 0.970192 -0.0244386 0.110862 0.214101 -1.10926 -0.961194 0.913436 -0.110948 -2.73062 0.0229021 -0.1255 -0.150751 0.652788 -0.823433 0.138037 -0.515501 
1.081 0.970129 -0.024447 0.110783 0.214426 -1.10937 -0.963925 0.913459 -0.111838 -2.73087 0.0225836 -0.125527 -0.153307 0.652453 -0.806566 0.169178 -0.515513 
1.082 0.970066 -0.0244552 0.110703 0.214751 -1.10949 -0.966656 0.913481 -0.112726 -2.73108 0.0222613 -0.125566 -0.155829 0.652171 -0.789539 0.200233 -0.515415 
1.083 0.970003 -0.0244632 0.110621 0.215077 -1.1096 -0.969387 0.913503 -0.113612 -2.73125 0.0219351 -0.125617 -0.158318 0.651942 -0.772349 0.231199 -0.515207 
1.084 0.969941 -0.0244709 0.110538 0.215402 -1.10971 -0.972118 0.913525 -0.114496 -2.73139 0.0216052 -0.125679 -0.160774 0.651767 -0.754992 0.262074 -0.514887 
1.085 0.969878 -0.0244784 0.110454 0.215727 -1.10983 -0.97485 0.913546 -0.115377 -2.7315 0.0212715 -0.125754 -0.163197 0.651645 -0.737465 0.292854 -0.514453 
1.086 0.969815 -0.0244857 0.110368 0.216052 -1.10995 -0.977581 0.913567 -0.116256 -2.73157 0.0209343 -0.125841 -0.165587 0.651577 -0.719765 0.323538 -0.513902 
1.087 0.969752 -0.0244928 0.110282 0.216376 -1.11006 -0.980313 0.913588 -0.117131 -2.73161 0.0205936 -0.125939 -0.167944 0.651561 -0.701889 0.354123 -0.513234 
1.088 0.969689 -0.0244996 0.110194 0.216701 -1.11018 -0.983045 0.913609 -0.118003 -2.73161 0.0202494 -0.126049 -0.170267 0.651599 -0.683833 0.384605 -0.512446 
1.089 0.969627 -0.0245063 0.110106 0.217026 -1.1103 -0.985776 0.913629 -0.118872 -2.73158 0.0199018 -0.126171 -0.172558 0.651691 -0.665594 0.414984 -0.511538 
1.09 0.969564 -0.0245128 0.110016 0.217351 -1.11042 -0.988508 0.913648 -0.119738 -2.73151 0.019551 -0.126305 -0.174815 0.651835 -0.64717 0.445255 -0.510506 
1.091 0.969501 -0.0245191 0.109925 0.217677 -1.11054 -0.991239 0.913668 -0.1206 -2.73141 0.019197 -0.126451 -0.177039 0.652034 -0.628557 0.475417 -0.50935 
1.092 0.969438 -0.0245252 0.109832 0.218002 -1.11066 -0.993971 0.913687 -0.121458 -2.73127 0.0188398 -0.126609 -0.17923 0.652285 -0.609751 0.505468 -0.508069 
1.093 0.969375 -0.0245311 0.109739 0.218327 -1.11078 -0.996702 0.913705 -0.122313 -2.7311 0.0184797 -0.126778 -0.181388 0.65259 -0.59075 0.535403 -0.506659 
1.094 0.969313 -0.0245368 0.109645 0.218653 -1.1109 -0.999433 0.913724 -0.123163 -2.73089 0.0181166 -0.126959 -0.183512 0.652948 -0.571551 0.565221 -0.50512 
1.095 0.96925 -0.0245424 0.10955 0.218979 -1.11103 -1.00216 0.913742 -0.124008 -2.73065 0.0177506 -0.127151 -0.185604 0.653359 -0.552149 0.59492 -0.503451 
1.096 0.969187 -0.0245479 0.109453 0.219305 -1.11115 -1.00489 0.913759 -0.124849 -2.73038 0.0173819 -0.127356 -0.187662 0.653824 -0.532543 0.624496 -0.501649 
1.097 0.969124 -0.0245532 0.109356 0.219631 -1.11128 -1.00762 0.913776 -0.125685 -2.73007 0.0170106 -0.127571 -0.189687 0.654343 -0.512729 0.653948 -0.499713 
1.098 0.969061 -0.0245583 0.109257 0.219957 -1.1114 -1.01035 0.913793 -0.126516 -2.72972 0.0166366 -0.127799 -0.19168 0.654914 -0.492703 0.683272 -0.497641 
1.099 0.968997 -0.0245633 0.109158 0.220284 -1.11153 -1.01308 0.91381 -0.127341 -2.72934 0.0162602 -0.128038 -0.193638 0.655539 -0.472463 0.712466 -0.495432 
1.1 0.968934 -0.0245681 0.109058 0.220611 -1.11166 -1.01581 0.913826 -0.128161 -2.72893 0.0158814 -0.128289 -0.195564 0.656218 -0.452006 0.741527 -0.493085 
1.101 0.968871 -0.0245729 0.108956 0.220939 -1.11179 -1.01854 0.913841 -0.128975 -2.72848 0.0155004 -0.128551 -0.197457 0.65695 -0.431327 0.770453 -0.490598 
1.102 0.968807 -0.0245775 0.108854 0.221267 -1.11191 -1.02127 0.913857 -0.129783 -2.728 0.0151171 -0.128825 -0.199316 0.657735 -0.410426 0.799241 -0.487969 
1.103 0.968744 -0.024582 0.108751 0.221595 -1.11205 -1.024 0.913872 -0.130585 -2.72749 0.0147317 -0.12911 -0.201142 0.658574 -0.389297 0.827889 -0.485197 
1.104 0.96868 -0.0245864 0.108647 0.221924 -1.11218 -1.02672 0.913886 -0.131381 -2.72693 0.0143443 -0.129407 -0.202935 0.659466 -0.367938 0.856394 -0.48228 
1.105 0.968616 -0.0245907 0.108542 0.222253 -1.11231 -1.02945 0.9139 -0.132169 -2.72635 0.013955 -0.129715 -0.204695 0.660411 -0.346346 0.884754 -0.479218 
1.106 0.968552 -0.0245948 0.108436 0.222582 -1.11244 -1.03218 0.913914 -0.132951 -2.72573 0.013564 -0.130034 -0.206422 0.66141 -0.324517 0.912965 -0.476008 
1.107 0.968488 -0.0245989 0.108329 0.222913 -1.11257 -1.0349 0.913927 -0.133725 -2.72507 0.0131712 -0.130365 -0.208116 0.662463 -0.30245 0.941026 -0.47265 
1.108 0.968424 -0.024603 0.108222 0.223243 -1.11271 -1.03763 0.91394 -0.134492 -2.72438 0.0127768 -0.130707 -0.209776 0.663569 -0.28014 0.968933 -0.469141 
1.109 0.96836 -0.0246069 0.108113 0.223574 -1.11284 -1.04035 0.913953 -0.135251 -2.72366 0.0123809 -0.131061 -0.211403 0.664728 -0.257584 0.996684 -0.465481 
1.11 0.968295 -0.0246107 0.108004 0.223906 -1.11298 -1.04307 0.913965 -0.136002 -2.7229 0.0119837 -0.131425 -0.212998 0.665941 -0.23478 1.02428 -0.461668 
1.111 0.96823 -0.0246145 0.107894 0.224239 -1.11311 -1.0458 0.913977 -0.136745 -2.72211 0.0115851 -0.131801 -0.214559 0.667207 -0.211723 1.05171 -0.457701 
1.112 0.968165 -0.0246183 0.107783 0.224572 -1.11325 -1.04852 0.913988 -0.137479 -2.72128 0.0111854 -0.132188 -0.216086 0.668527 -0.188413 1.07898 -0.453578 
1.113 0.9681 -0.0246219 0.107672 0.224906 -1.11339 -1.05124 0.913999 -0.138204 -2.72042 0.0107846 -0.132586 -0.217581 0.6699 -0.164844 1.10608 -0.449298 
1.114 0.968035 -0.0246255 0.107559 0.22524 -1.11353 -1.05396 0.91401 -0.13892 -2.71952 0.0103828 -0.132995 -0.219042 0.671327 -0.141014 1.13301 -0.444861 
1.115 0.967969 -0.0246291 0.107446 0.225575 -1.11367 -1.05668 0.91402 -0.139626 -2.71859 0.00998019 -0.133415 -0.220471 0.672807 -0.116921 1.15977 -0.440264 
1.116 0.967904 -0.0246327 0.107332 0.225911 -1.11381 -1.0594 0.91403 -0.140323 -2.71763 0.00957681 -0.133847 -0.221866 0.674341 -0.0925602 1.18636 -0.435506 
1.117 0.967837 -0.0246362 0.107218 0.226248 -1.11395 -1.06211 0.914039 -0.141009 -2.71663 0.00917279 -0.134289 -0.223228 0.675928 -0.0679296 1.21276 -0.430586 
1.118 0.967771 -0.0246397 0.107103 0.226585 -1.11409 -1.06483 0.914048 -0.141686 -2.7156 0.00876824 -0.134742 -0.224557 0.677569 -0.0430258 1.23899 -0.425503 
1.119 0.967705 -0.0246431 0.106987 0.226923 -1.11423 -1.06755 0.914057 -0.142351 -2.71453 0.00836327 -0.135206 -0.225852 0.679264 -0.017846 1.26504 -0.420256 
1.12 0.967638 -0.0246466 0.10687 0.227262 -1.11437 -1.07026 0.914065 -0.143006 -2.71343 0.007958 -0.13568 -0.227115 0.681012 0.00761289 1.2909 -0.414843 
1.121 0.967571 -0.02465 0.106753 0.227602 -1.11452 -1.07297 0.914073 -0.143649 -2.71229 0.00755253 -0.136166 -0.228344 0.682813 0.033354 1.31658 -0.409263 
1.122 0.967504 -0.0246535 0.106635 0.227943 -1.11466 -1.07568 0.91408 -0.144281 -2.71112 0.00714698 -0.136662 -0.22954 0.684668 0.0593801 1.34206 -0.403516 
1.123 0.967436 -0.0246569 0.106516 0.228285 -1.11481 -1.07839 0.914087 -0.144901 -2.70991 0.00674147 -0.137168 -0.230703 0.686577 0.0856945 1.36735 -0.397599 
1.124 0.967368 -0.0246604 0.106397 0.228628 -1.11495 -1.0811 0.914094 -0.145509 -2.70867 0.00633611 -0.137686 -0.231833 0.688539 0.1123 1.39245 -0.391512 
1.125 0.9673 -0.0246638 0.106278 0.228972 -1.1151 -1.08381 0.9141 -0.146104 -2.7074 0.00593101 -0.138214 -0.23293 0.690555 0.139199 1.41735 -0.385253 
1.126 0.967231 -0.0246673 0.106157 0.229316 -1.11524 -1.08652 0.914105 -0.146686 -2.70609 0.0055263 -0.138752 -0.233993 0.692624 0.166396 1.44205 -0.378822 
1.127 0.967162 -0.0246709 0.106037 0.229662 -1.11539 -1.08922 0.914111 -0.147255 -2.70475 0.0051221 -0.139301 -0.235024 0.694748 0.193893 1.46654 -0.372218 
1.128 0.967093 -0.0246744 0.105915 0.230009 -1.11554 -1.09193 0.914116 -0.14781 -2.70337 0.00471851 -0.13986 -0.236021 0.696924 0.221692 1.49083 -0.365439 
1.129 0.967024 -0.024678 0.105793 0.230357 -1.11569 -1.09463 0.91412 -0.148352 -2.70196 0.00431566 -0.14043 -0.236985 0.699155 0.249798 1.51491 -0.358484 
1.13 0.966954 -0.0246817 0.105671 0.230706 -1.11583 -1.09733 0.914124 -0.148879 -2.70052 0.00391367 -0.14101 -0.237916 0.701439 0.278213 1.53877 -0.351352 
1.131 0.966883 -0.0246854 0.105548 0.231056 -1.11598 -1.10003 0.914128 -0.149391 -2.69904 0.00351265 -0.1416 -0.238813 0.703776 0.306939 1.56243 -0.344042 
1.132 0.966813 -0.0246891 0.105425 0.231407 -1.11613 -1.10273 0.914131 -0.149889 -2.69753 0.00311274 -0.1422 -0.239678 0.706168 0.33598 1.58586 -0.336553 
1.133 0.966742 -0.0246929 0.105301 0.231759 -1.11628 -1.10543 0.914134 -0.150371 -2.69598 0.00271405 -0.14281 -0.240509 0.708613 0.365339 1.60908 -0.328885 
1.134 0.96667 -0.0246968 0.105177 0.232113 -1.11643 -1.10812 0.914137 -0.150838 -2.6944 0.0023167 -0.14343 -0.241307 0.711111 0.395018 1.63207 -0.321036 
1.135 0.966599 -0.0247008 0.105052 0.232468 -1.11659 -1.11082 0.914139 -0.151289 -2.69278 0.00192082 -0.144061 -0.242073 0.713664 0.425021 1.65484 -0.313004 
1.136 0.966526 -0.0247048 0.104927 0.232824 -1.11674 -1.11351 0.914141 -0.151723 -2.69113 0.00152653 -0.144701 -0.242804 0.71627 0.455351 1.67738 -0.30479 
1.137 0.966454 -0.024709 0.104801 0.233181 -1.11689 -1.1162 0.914142 -0.152141 -2.68945 0.00113396 -0.145351 -0.243503 0.71893 0.486009 1.69969 -0.296392 
1.138 0.966381 -0.0247132 0.104675 0.23354 -1.11704 -1.11889 0.914143 -0.152541 -2.68773 0.000743224 -0.14601 -0.244169 0.721643 0.517 1.72177 -0.28781 
1.139 0.966307 -0.0247175 0.104549 0.2339 -1.11719 -1.12157 0.914143 -0.152924 -2.68598 0.000354453 -0.14668 -0.244801 0.724411 0.548326 1.74361 -0.279041 
1.14 0.966233 -0.0247219 0.104422 0.234261 -1.11735 -1.12426 0.914144 -0.153289 -2.68419 -3.22266e-05 -0.147359 -0.245401 0.727232 0.57999 1.76521 -0.270087 
1.141 0.966159 -0.0247265 0.104295 0.234624 -1.1175 -1.12694 0.914143 -0.153636 -2.68237 -0.000416689 -0.148047 -0.245967 0.730107 0.611994 1.78657 -0.260944 
1.142 0.966084 -0.0247311 0.104168 0.234988 -1.11765 -1.12962 0.914143 -0.153964 -2.68052 -0.000798807 -0.148746 -0.2465 0.733036 0.644343 1.80769 -0.251614 
1.143 0.966008 -0.0247359 0.10404 0.235354 -1.11781 -1.1323 0.914142 -0.154273 -2.67863 -0.00117845 -0.149453 -0.247 0.736018 0.677037 1.82856 -0.242094 
1.144 0.965933 -0.0247408 0.103913 0.235721 -1.11796 -1.13498 0.91414 -0.154562 -2.67671 -0.0015555 -0.15017 -0.247467 0.739055 0.710081 1.84918 -0.232384 
1.145 0.965856 -0.0247458 0.103784 0.23609 -1.11812 -1.13766 0.914139 -0.154832 -2.67476 -0.00192982 -0.150896 -0.2479 0.742145 0.743477 1.86954 -0.222484 
1.146 0.965779 -0.024751 0.103656 0.23646 -1.11827 -1.14033 0.914137 -0.155081 -2.67277 -0.00230128 -0.151631 -0.248301 0.745289 0.777228 1.88965 -0.212392 
1.147 0.965702 -0.0247563 0.103527 0.236831 -1.11843 -1.143 0.914134 -0.15531 -2.67074 -0.00266975 -0.152376 -0.248668 0.748487 0.811337 1.90951 -0.202107 
1.148 0.965624 -0.0247617 0.103398 0.237204 -1.11858 -1.14567 0.914131 -0.155518 -2.66869 -0.0030351 -0.153129 -0.249003 0.751738 0.845807 1.9291 -0.191629 
1.149 0.965546 -0.0247674 0.103269 0.237579 -1.11874 -1.14834 0.914128 -0.155704 -2.66659 -0.00339721 -0.153891 -0.249304 0.755044 0.880639 1.94843 -0.180957 
1.15 0.965467 -0.0247731 0.10314 0.237955 -1.11889 -1.151 0.914124 -0.155869 -2.66447 -0.00375594 -0.154663 -0.249572 0.758404 0.915838 1.96749 -0.170091 
1.151 0.965387 -0.0247791 0.10301 0.238333 -1.11905 -1.15367 0.91412 -0.156011 -2.66231 -0.00411116 -0.155443 -0.249807 0.761817 0.951406 1.98629 -0.159029 
1.152 0.965307 -0.0247852 0.10288 0.238713 -1.11921 -1.15633 0.914116 -0.15613 -2.66012 -0.00446274 -0.156231 -0.250009 0.765284 0.987346 2.00481 -0.14777 
1.153 0.965226 -0.0247915 0.10275 0.239094 -1.11936 -1.15899 0.914112 -0.156226 -2.65789 -0.00481054 -0.157029 -0.250178 0.768806 1.02366 2.02305 -0.136315 
1.154 0.965145 -0.0247979 0.10262 0.239478 -1.11952 -1.16164 0.914107 -0.156299 -2.65563 -0.00515444 -0.157835 -0.250313 0.772381 1.06035 2.04102 -0.124662 
1.155 0.965063 -0.0248046 0.10249 0.239862 -1.11968 -1.1643 0.914101 -0.156347 -2.65334 -0.00549429 -0.158649 -0.250416 0.77601 1.09742 2.05871 -0.112811 
1.156 0.96498 -0.0248115 0.10236 0.240249 -1.11983 -1.16695 0.914096 -0.156372 -2.65101 -0.00582998 -0.159472 -0.250485 0.779694 1.13488 2.07612 -0.100761 
1.157 0.964897 -0.0248185 0.102229 0.240637 -1.11999 -1.1696 0.91409 -0.156371 -2.64865 -0.00616136 -0.160303 -0.250522 0.783431 1.17271 2.09323 -0.0885113 
1.158 0.964814 -0.0248258 0.102099 0.241027 -1.12014 -1.17225 0.914083 -0.156345 -2.64625 -0.0064883 -0.161142 -0.250525 0.787222 1.21094 2.11006 -0.0760615 
1.159 0.964729 -0.0248332 0.101968 0.241419 -1.1203 -1.17489 0.914077 -0.156293 -2.64382 -0.00681066 -0.161989 -0.250495 0.791068 1.24956 2.1266 -0.0634109 
1.16 0.964644 -0.0248409 0.101838 0.241813 -1.12046 -1.17754 0.91407 -0.156215 -2.64136 -0.00712832 -0.162844 -0.250433 0.794967 1.28857 2.14285 -0.0505589 
1.161 0.964558 -0.0248488 0.101707 0.242209 -1.12061 -1.18018 0.914062 -0.15611 -2.63887 -0.00744113 -0.163707 -0.250337 0.798921 1.32798 2.15879 -0.0375049 
1.162 0.964472 -0.0248569 0.101577 0.242607 -1.12077 -1.18281 0.914055 -0.155979 -2.63634 -0.00774897 -0.164578 -0.250208 0.802928 1.36779 2.17444 -0.0242484 
1.163 0.964385 -0.0248653 0.101446 0.243006 -1.12093 -1.18545 0.914047 -0.155819 -2.63377 -0.00805169 -0.165457 -0.250046 0.80699 1.40799 2.18978 -0.0107888 
1.164 0.964297 -0.0248738 0.101315 0.243408 -1.12108 -1.18808 0.914039 -0.155632 -2.63118 -0.00834917 -0.166343 -0.249851 0.811106 1.44861 2.20482 0.00287433 
1.165 0.964209 -0.0248827 0.101185 0.243812 -1.12124 -1.19071 0.91403 -0.155416 -2.62855 -0.00864126 -0.167237 -0.249623 0.815276 1.48963 2.21954 0.0167416 
1.166 0.964119 -0.0248917 0.101054 0.244217 -1.12139 -1.19334 0.914021 -0.155171 -2.62588 -0.00892783 -0.168138 -0.249362 0.8195 1.53106 2.23396 0.0308135 
1.167 0.96403 -0.0249011 0.100924 0.244625 -1.12155 -1.19596 0.914012 -0.154897 -2.62318 -0.00920874 -0.169046 -0.249068 0.823778 1.5729 2.24806 0.0450905 
1.168 0.963939 -0.0249106 0.100793 0.245035 -1.1217 -1.19859 0.914003 -0.154592 -2.62045 -0.00948386 -0.169962 -0.248741 0.828111 1.61515 2.26184 0.0595729 
1.169 0.963847 -0.0249205 0.100663 0.245447 -1.12186 -1.2012 0.913993 -0.154258 -2.61769 -0.00975305 -0.170885 -0.248381 0.832497 1.65783 2.27531 0.0742614 
1.17 0.963755 -0.0249306 0.100533 0.245861 -1.12201 -1.20382 0.913983 -0.153892 -2.61489 -0.0100162 -0.171815 -0.247987 0.836938 1.70092 2.28845 0.0891563 
1.171 0.963662 -0.024941 0.100402 0.246277 -1.12216 -1.20643 0.913973 -0.153495 -2.61206 -0.0102731 -0.172751 -0.247561 0.841433 1.74444 2.30126 0.104258 
1.172 0.963569 -0.0249516 0.100273 0.246695 -1.12232 -1.20904 0.913963 -0.153066 -2.60919 -0.0105237 -0.173695 -0.247102 0.845983 1.78838 2.31374 0.119567 
1.173 0.963474 -0.0249625 0.100143 0.247115 -1.12247 -1.21165 0.913952 -0.152605 -2.60629 -0.0107678 -0.174645 -0.24661 0.850587 1.83275 2.32589 0.135083 
1.174 0.963379 -0.0249738 0.100013 0.247538 -1.12262 -1.21426 0.913941 -0.152112 -2.60336 -0.0110053 -0.175602 -0.246085 0.855245 1.87755 2.33771 0.150808 
1.175 0.963283 -0.0249853 0.0998835 0.247963 -1.12277 -1.21686 0.91393 -0.151584 -2.60039 -0.0112361 -0.176565 -0.245528 0.859957 1.92278 2.34919 0.16674 
1.176 0.963186 -0.0249971 0.0997542 0.24839 -1.12293 -1.21946 0.913919 -0.151023 -2.59739 -0.0114599 -0.177534 -0.244937 0.864724 1.96845 2.36033 0.182881 
1.177 0.963088 -0.0250092 0.0996251 0.24882 -1.12308 -1.22205 0.913907 -0.150428 -2.59436 -0.0116768 -0.17851 -0.244313 0.869545 2.01456 2.37112 0.199231 
1.178 0.962989 -0.0250216 0.0994962 0.249252 -1.12323 -1.22465 0.913896 -0.149798 -2.5913 -0.0118865 -0.179492 -0.243656 0.87442 2.06111 2.38157 0.215791 
1.179 0.96289 -0.0250343 0.0993676 0.249686 -1.12338 -1.22724 0.913884 -0.149132 -2.5882 -0.0120889 -0.18048 -0.242967 0.87935 2.1081 2.39167 0.232559 
1.18 0.962789 -0.0250473 0.0992392 0.250122 -1.12352 -1.22982 0.913871 -0.148431 -2.58506 -0.0122839 -0.181473 -0.242244 0.884334 2.15554 2.40141 0.249537 
1.181 0.962688 -0.0250607 0.0991111 0.250561 -1.12367 -1.23241 0.913859 -0.147693 -2.5819 -0.0124713 -0.182473 -0.241489 0.889373 2.20342 2.4108 0.266726 
1.182 0.962586 -0.0250743 0.0989833 0.251003 -1.12382 -1.23499 0.913846 -0.146919 -2.5787 -0.012651 -0.183478 -0.240701 0.894466 2.25176 2.41983 0.284124 
1.183 0.962483 -0.0250883 0.0988558 0.251447 -1.12397 -1.23756 0.913834 -0.146107 -2.57546 -0.0128229 -0.184488 -0.23988 0.899614 2.30055 2.4285 0.301732 
1.184 0.962379 -0.0251026 0.0987286 0.251893 -1.12411 -1.24014 0.913821 -0.145257 -2.5722 -0.0129867 -0.185504 -0.239026 0.904816 2.34979 2.43681 0.319551 
1.185 0.962274 -0.0251173 0.0986018 0.252342 -1.12426 -1.24271 0.913808 -0.144369 -2.5689 -0.0131425 -0.186526 -0.238139 0.910073 2.3995 2.44474 0.337581 
1.186 0.962168 -0.0251323 0.0984753 0.252793 -1.1244 -1.24528 0.913795 -0.143442 -2.56556 -0.0132901 -0.187552 -0.23722 0.915384 2.44966 2.45231 0.355821 
1.187 0.962061 -0.0251477 0.0983491 0.253247 -1.12454 -1.24784 0.913781 -0.142475 -2.5622 -0.0134292 -0.188583 -0.236267 0.92075 2.50029 2.45951 0.374272 
1.188 0.961953 -0.0251633 0.0982234 0.253703 -1.12469 -1.2504 0.913768 -0.141468 -2.5588 -0.0135599 -0.18962 -0.235282 0.92617 2.55139 2.46632 0.392934 
1.189 0.961844 -0.0251794 0.098098 0.254162 -1.12483 -1.25296 0.913754 -0.140421 -2.55536 -0.0136819 -0.190661 -0.234264 0.931645 2.60295 2.47276 0.411806 
1.19 0.961734 -0.0251958 0.097973 0.254624 -1.12497 -1.25551 0.91374 -0.139332 -2.55189 -0.0137951 -0.191706 -0.233214 0.937175 2.65498 2.47882 0.43089 
1.191 0.961624 -0.0252126 0.0978485 0.255088 -1.12511 -1.25806 0.913726 -0.138202 -2.54839 -0.0138994 -0.192757 -0.23213 0.942759 2.70749 2.48449 0.450185 
1.192 0.961512 -0.0252297 0.0977244 0.255555 -1.12524 -1.26061 0.913712 -0.13703 -2.54486 -0.0139946 -0.193811 -0.231014 0.948398 2.76047 2.48977 0.469691 
1.193 0.961399 -0.0252472 0.0976008 0.256025 -1.12538 -1.26315 0.913698 -0.135815 -2.54129 -0.0140807 -0.19487 -0.229865 0.954092 2.81393 2.49466 0.489408 
1.194 0.961285 -0.0252651 0.0974776 0.256497 -1.12551 -1.26569 0.913684 -0.134557 -2.53769 -0.0141574 -0.195933 -0.228684 0.95984 2.86788 2.49916 0.509335 
1.195 0.96117 -0.0252833 0.097355 0.256973 -1.12565 -1.26823 0.91367 -0.133255 -2.53406 -0.0142248 -0.196999 -0.22747 0.965643 2.9223 2.50325 0.529474 
1.196 0.961054 -0.025302 0.0972328 0.25745 -1.12578 -1.27076 0.913656 -0.131908 -2.53039 -0.0142825 -0.19807 -0.226223 0.971501 2.97721 2.50695 0.549823 
1.197 0.960937 -0.025321 0.0971111 0.257931 -1.12591 -1.27329 0.913642 -0.130517 -2.52669 -0.0143305 -0.199144 -0.224944 0.977414 3.03261 2.51025 0.570383 
1.198 0.960819 -0.0253404 0.09699 0.258415 -1.12604 -1.27581 0.913627 -0.129079 -2.52295 -0.0143687 -0.200222 -0.223632 0.983382 3.0885 2.51314 0.591154 
1.199 0.960699 -0.0253602 0.0968695 0.258901 -1.12617 -1.27833 0.913613 -0.127596 -2.51919 -0.0143969 -0.201303 -0.222287 0.989404 3.14488 2.51561 0.612135 
1.2 0.960579 -0.0253804 0.0967495 0.25939 -1.1263 -1.28085 0.913598 -0.126066 -2.51539 -0.014415 -0.202387 -0.22091 0.995482 3.20176 2.51768 0.633326 
1.201 0.960457 -0.025401 0.09663 0.259883 -1.12642 -1.28336 0.913584 -0.124496 -2.51157 -0.0144275 -0.203466 -0.219518 1.00155 3.23392 2.49924 0.640194 
1.202 0.960335 -0.025422 0.0965112 0.260378 -1.12655 -1.28587 0.91357 -0.122892 -2.50774 -0.0144389 -0.204531 -0.218128 1.00755 3.26613 2.48081 0.647079 
1.203 0.960211 -0.0254434 0.0963929 0.260875 -1.12667 -1.28838 0.913555 -0.121254 -2.50392 -0.0144493 -0.205583 -0.216742 1.01348 3.29839 2.46238 0.653979 
1.204 0.960086 -0.0254651 0.0962752 0.261376 -1.12679 -1.29088 0.913541 -0.119583 -2.50009 -0.0144586 -0.206621 -0.215358 1.01933 3.33068 2.44397 0.660894 
1.205 0.95996 -0.0254873 0.0961581 0.261879 -1.12691 -1.29338 0.913526 -0.117877 -2.49627 -0.0144669 -0.207645 -0.213977 1.02511 3.36301 2.42557 0.667822 
